file,rank,score,inlier_weight_frac,mae_in_deg_weighted,mae_all_deg_weighted,dir_vx,dir_vy,dir_vz,dir_az_deg,dir_el_deg,Lx,Ly,Lz,num_inliers,angle_thresh_deg,n_iters,N
Man's-Head_1864_0_ev-00_points.json.gz,3,0.090200964,0.126702811,1.404671478,11.30542487,-0.662055578,-0.400859012,-0.633241237,-148.8060852,-39.28966201,0.060033114,0.002568572,0.003814744,51155,4,600,416751
Mme--Theodore-Gobillard_1869_0_ev-00_points.json.gz,1,0.368500208,0.409124876,1.11024227,10.9113653,-0.968784882,-0.072931141,0.236932271,-175.6948343,13.70555093,0.054811548,8.95E-05,0.000156283,162447,4,600,416751
Mme--Theodore-Gobillard_1869_0_ev-00_points.json.gz,2,0.210064451,0.432844944,2.060533002,10.19442341,-0.771420906,0.311920375,0.554630927,157.9842883,33.68529772,0.05869494,-0.000240137,-0.000358323,182930,4,600,416751
Mme--Theodore-Gobillard_1869_0_ev-00_points.json.gz,3,0.129801552,0.249336595,1.920905121,10.59577463,-0.476362238,0.734762797,0.482910604,122.9561933,28.87567133,0.062210257,-0.000419825,-0.000162505,103260,4,600,416751
Man's-Head_1864_0_ev-50_points.json.gz,1,0.558231641,0.513345147,0.919590635,8.906027153,-0.811189679,0.180490406,-0.556232431,167.4559794,-33.79564361,0.054827405,-0.00021894,0.00066173,142996,4,600,416751
Man's-Head_1864_0_ev-50_points.json.gz,2,0.121264846,0.230467166,1.900526423,9.681179666,-0.381564677,0.260404482,-0.886903548,145.6878373,-62.48669053,0.062633016,-0.000526451,0.001775019,138628,4,600,416751
Man's-Head_1864_0_ev-50_points.json.gz,3,0.021345215,0.042704768,2.000670681,85.0508483,0.961503073,0.100351571,-0.255815172,5.958358144,-14.82189326,0.158040628,0.000432726,0.002277256,22191,4,600,416751
On-Stage_1879-1881_0_ev-00_points.json.gz,1,0.495462457,0.451329454,0.910924637,11.47048521,-0.964047549,0.256204364,0.070509909,165.1171437,4.043275217,0.053661253,5.85E-05,0.000163533,173176,4,600,416751
On-Stage_1879-1881_0_ev-00_points.json.gz,2,0.192957249,0.410954901,2.129770762,10.92715867,-0.692798477,0.637307246,0.337445913,137.388961,19.72134148,0.059209024,-0.001802453,-0.000869976,155946,4,600,416751
On-Stage_1879-1881_0_ev-00_points.json.gz,3,0.080406851,0.188176896,2.340308238,13.11196302,-0.571906612,0.808722417,-0.137444096,125.2669168,-7.899973988,0.063903496,-0.007582446,0.001084008,64098,4,600,416751
Mme_ev-00_points.json.gz,1,0.269402449,0.278299783,1.03302518,8.239710963,-0.829755107,0.029421183,-0.557351646,177.9692759,-33.87284355,0.054933945,8.48E-05,0.000597408,114506,4,600,416751
Mme_ev-00_points.json.gz,2,0.17337959,0.26255787,1.514351811,7.661644025,-0.023017585,0.272223444,-0.961958724,94.83309215,-74.1455336,0.070056015,-0.0003429,0.001267322,112283,4,600,416751
Mme_ev-00_points.json.gz,3,0.106841339,0.274061672,2.565126644,6.357357349,-0.455494679,0.47299006,-0.754191621,133.9205069,-48.95478545,0.063382915,-0.003133126,0.004879173,110139,4,600,416751
Mme_ev-25_points.json.gz,1,0.309077016,0.309856682,1.002521562,8.37364603,-0.820911012,0.09202065,-0.563593213,173.6040857,-34.30465846,0.054910058,-1.60E-05,0.000531223,115349,4,600,416751
Mme_ev-25_points.json.gz,2,0.150449032,0.305332059,2.029470739,6.844656152,-0.4151521,0.326519242,-0.849137161,141.8147691,-58.11794595,0.061676958,-0.000216018,0.000661002,120636,4,600,416751
Mme_ev-25_points.json.gz,3,0.081707839,0.171568701,2.099781641,11.86270196,0.11026663,0.398886213,-0.91034667,74.5472687,-65.55330277,0.074586351,-0.000853836,0.001972599,81354,4,600,416751
Mme_ev-50_points.json.gz,1,0.295507919,0.335926244,1.136774776,8.728195132,-0.782610778,0.164821099,-0.60029524,168.1070702,-36.89104556,0.055401238,-4.31E-05,0.00062062,119779,4,600,417288
Mme_ev-50_points.json.gz,2,0.134409215,0.274049125,2.038915194,7.18333677,-0.369945759,0.419110877,-0.829147881,131.434582,-56.011304,0.061983379,-0.000762771,0.001531705,103630,4,600,417288
Mme_ev-50_points.json.gz,3,0.080663967,0.168106287,2.084030976,12.68405776,0.143352325,0.349613172,-0.925862161,67.70483818,-67.79872259,0.0758619,-0.000720933,0.002002375,83926,4,600,417288
Portrait-after-a-Costume-Ball-(Portrait-of-Madame-Dietz-Monnin)_1879_0_ev-25_points.json.gz,1,0.233890373,0.253272979,1.082869472,14.29487588,-0.868465386,0.044963622,-0.493706538,177.0362347,-29.5844941,0.054768929,7.05E-05,0.000588975,112087,4,600,416751
Portrait-after-a-Costume-Ball-(Portrait-of-Madame-Dietz-Monnin)_1879_0_ev-25_points.json.gz,2,0.112395409,0.222113611,1.976179466,11.28132647,-0.263530186,0.310436664,-0.913335053,130.3279811,-65.97037812,0.065903832,-0.000284986,0.000460071,75637,4,600,416751
Portrait-after-a-Costume-Ball-(Portrait-of-Madame-Dietz-Monnin)_1879_0_ev-25_points.json.gz,3,0.072705831,0.114780116,1.578691023,11.46433166,-0.146377599,-0.205896599,-0.967564049,-125.4100761,-75.36705003,0.068123005,0.000292419,0.000128265,36687,4,600,416751
On-Stage_1879-1881_0_ev-25_points.json.gz,1,0.654520442,0.534754335,0.817016011,7.439227561,-0.93078284,0.365456523,-0.009210567,158.5633652,-0.527734106,0.053520439,-0.00014908,2.67E-05,181674,4,600,416751
On-Stage_1879-1881_0_ev-25_points.json.gz,2,0.140487424,0.267505823,1.904125468,7.721834224,-0.678821676,0.640188898,0.359665549,136.6776685,21.07965769,0.059542567,-0.002939214,-0.001647444,98067,4,600,416751
On-Stage_1879-1881_0_ev-25_points.json.gz,3,0.120859532,0.285321453,2.360768137,8.130305266,-0.653485523,0.660604965,-0.369537213,134.6895876,-21.68707887,0.061319644,-0.003432365,0.002098592,107172,4,600,416751
Portrait-after-a-Costume-Ball-(Portrait-of-Madame-Dietz-Monnin)_1879_0_ev-00_points.json.gz,1,0.341980562,0.397455604,1.162215944,7.769641267,-0.824654937,-0.045297873,-0.563819419,-176.8559318,-34.32034976,0.055377765,5.67E-05,0.000587674,158781,4,600,416751
Portrait-after-a-Costume-Ball-(Portrait-of-Madame-Dietz-Monnin)_1879_0_ev-00_points.json.gz,2,0.178098084,0.31744082,1.782392233,6.992420604,-0.433656586,0.009367445,-0.901029532,178.7625425,-64.29372629,0.06214261,0.000104562,0.000659035,132206,4,600,416751
Portrait-after-a-Costume-Ball-(Portrait-of-Madame-Dietz-Monnin)_1879_0_ev-00_points.json.gz,3,0.082553029,0.190959924,2.313177877,8.384454213,-0.48854035,0.569249694,-0.661273856,130.636788,-41.39709676,0.063410984,-0.004569087,0.005281168,77500,4,600,416751
On-Stage_1879-1881_0_ev-50_points.json.gz,1,0.479877553,0.391464719,0.815758596,8.681302851,-0.902828194,0.426773507,0.05258921,154.6995552,3.014530403,0.053812033,-0.000232954,-2.64E-05,151425,4,600,416751
On-Stage_1879-1881_0_ev-50_points.json.gz,2,0.139331646,0.317516417,2.278852563,7.900579366,-0.643473333,0.693677567,-0.323656459,132.8498012,-18.88419679,0.060202298,-0.002738779,0.001333765,126438,4,600,416751
On-Stage_1879-1881_0_ev-50_points.json.gz,3,0.090323816,0.181176696,2.005856417,9.493978964,-0.416650519,0.354011122,-0.837304288,139.6467874,-56.8565444,0.065969796,-0.000111119,0.000243491,92569,4,600,416751
Portrait-after-a-Costume-Ball-(Portrait-of-Madame-Dietz-Monnin)_1879_0_ev-50_points.json.gz,1,0.161284199,0.320022097,1.984211332,7.918762011,0.010507364,0.062450291,-0.997992764,80.44934242,-86.36913959,0.071084794,-6.23E-05,0.000319649,95470,4,600,416751
Portrait-after-a-Costume-Ball-(Portrait-of-Madame-Dietz-Monnin)_1879_0_ev-50_points.json.gz,2,0.114274783,0.205407399,1.797485677,7.902793107,-0.070023789,-0.460787549,-0.88474375,-98.64086796,-62.22000358,0.069571624,0.000516868,0.000522276,65569,4,600,416751
Portrait-after-a-Costume-Ball-(Portrait-of-Madame-Dietz-Monnin)_1879_0_ev-50_points.json.gz,3,0.106429549,0.222845019,2.09382559,9.634629925,-0.481425965,0.178070011,-0.858207499,159.7015558,-59.11591283,0.062455346,-0.000629757,0.000628727,95620,4,600,416751
Portrait-of-Henri-Michel-Levy-in-his-studio_1878-1879_0_ev-25_points.json.gz,1,0.870705002,0.026646583,0.030602457,21.60204027,-0.97290447,0.191902075,-0.128959241,168.8418395,-7.409454977,0.050738338,-5.94E-05,4.17E-05,5261,4,600,416751
Portrait-of-Henri-Michel-Levy-in-his-studio_1878-1879_0_ev-25_points.json.gz,2,0.141805078,0.216131416,1.524143409,19.21319165,-0.748433679,0.215556747,-0.627201975,163.9330447,-38.84398968,0.058277772,-0.000828308,0.002422731,110854,4,600,416751
Portrait-of-Henri-Michel-Levy-in-his-studio_1878-1879_0_ev-25_points.json.gz,3,0.048595558,0.094553008,1.945711983,57.38323524,0.999431482,-0.017453976,0.028845643,-1.000506303,1.652962907,0.139006105,0.000284292,6.33E-05,37399,4,600,416751
Portrait-of-Giulia-Bellelli_1858-1859_0_ev-50_points.json.gz,1,0.350847464,0.352331758,1.004229596,8.750500515,-0.827816451,0.359934752,-0.430310233,156.500587,-25.48724992,0.054669457,-0.00010634,0.000297853,117622,4,600,416751
Portrait-of-Giulia-Bellelli_1858-1859_0_ev-50_points.json.gz,2,0.182993259,0.356476535,1.94802996,7.55072458,-0.428032284,0.616331758,-0.661001912,124.779344,-41.37632915,0.061409467,-0.001359812,0.001521015,106177,4,600,416751
Portrait-of-Giulia-Bellelli_1858-1859_0_ev-50_points.json.gz,3,0.042636503,0.079524913,1.865182769,13.08312893,0.062176447,0.82224998,-0.565719948,85.6756689,-34.45230073,0.072720851,-0.000580449,0.000452975,51091,4,600,416751
Portrait-of-Henri-Michel-Levy-in-his-studio_1878-1879_0_ev-50_points.json.gz,1,0.945007253,0.033804236,0.035770404,22.19846205,-0.9675268,0.185165203,-0.172063185,169.1657433,-9.907798692,0.050870801,-7.17E-05,6.74E-05,4580,4,600,416751
Portrait-of-Henri-Michel-Levy-in-his-studio_1878-1879_0_ev-50_points.json.gz,2,0.092552336,0.155525203,1.68040179,19.57319111,-0.703504966,0.348093399,-0.619606123,153.6738508,-38.28737721,0.059998703,-0.002133066,0.003449717,80339,4,600,416751
Portrait-of-Henri-Michel-Levy-in-his-studio_1878-1879_0_ev-50_points.json.gz,3,0.046773926,0.090023641,1.924653386,56.68162412,0.99651557,0.039483847,0.073469342,2.268981178,4.213279398,0.135073113,-0.001290458,-0.000174798,38679,4,600,416751
Portrait-of-Henri-Michel-Levy-in-his-studio_1878-1879_0_ev-00_points.json.gz,1,0.426776272,0.440701191,1.032627148,13.53972538,-0.878266159,0.106287957,-0.466209636,173.0996095,-27.78853572,0.05461238,-0.000101725,0.000361291,163313,4,600,416751
Portrait-of-Henri-Michel-Levy-in-his-studio_1878-1879_0_ev-00_points.json.gz,2,0.087410988,0.140392457,1.606118085,13.57134369,-0.633064243,0.606946533,-0.480463911,136.2066132,-28.71570515,0.060786457,-0.004077984,0.0031306,52737,4,600,416751
Portrait-of-Henri-Michel-Levy-in-his-studio_1878-1879_0_ev-00_points.json.gz,3,0.051051856,0.05192143,1.017032161,18.10368884,0.131914348,0.212109257,0.968301744,58.12181798,75.53530647,0.07561133,-0.000168059,-0.000736077,23315,4,600,416751
Portrait-of-Giulia-Bellelli_1858-1859_0_ev-00_points.json.gz,1,0.353230642,0.357585689,1.01232819,8.897339108,-0.906312926,0.212281244,-0.365422432,166.8175305,-21.4335822,0.054203779,1.73E-05,0.000238639,139029,4,600,416751
Portrait-of-Giulia-Bellelli_1858-1859_0_ev-00_points.json.gz,2,0.163224885,0.371564876,2.276397451,7.574214915,-0.644678923,0.669019732,-0.369867117,133.9385191,-21.7074223,0.059793566,-0.000904212,0.000392152,147591,4,600,416751
Portrait-of-Giulia-Bellelli_1858-1859_0_ev-00_points.json.gz,3,0.107479998,0.21597046,2.009400406,9.06451551,-0.213998541,0.951547727,-0.22082017,102.6746695,-12.75721011,0.067147418,-0.0002978,0.000235821,92126,4,600,416751
Portrait-of-James-Tissot_1867-1868_0_ev-50_points.json.gz,1,0.531675113,0.588550228,1.106972438,11.63870555,-0.757263375,0.125330021,-0.640971581,170.6025126,-39.86430603,0.055605331,2.56E-05,0.000779285,139401,4,600,417245
Portrait-of-James-Tissot_1867-1868_0_ev-50_points.json.gz,2,0.154977887,0.244287958,1.576275218,12.36057044,-0.566278456,0.61907427,-0.54412844,132.4497217,-32.96512436,0.060697674,-0.00360078,0.003257892,67813,4,600,417245
Portrait-of-James-Tissot_1867-1868_0_ev-50_points.json.gz,3,0.03891939,0.074954113,1.925879969,50.63066031,0.681804433,-0.137602334,-0.718476383,-11.41021036,-45.92883063,0.109889296,0.000167409,0.000606715,49517,4,600,417245
Portrait-of-Giulia-Bellelli_1858-1859_0_ev-25_points.json.gz,1,0.489787897,0.444585517,0.907709297,5.871954853,-0.897174843,0.225214166,-0.379941944,165.9084452,-22.33008657,0.054071624,-4.36E-05,0.00021565,149054,4,600,416751
Portrait-of-Giulia-Bellelli_1858-1859_0_ev-25_points.json.gz,2,0.185906121,0.352059635,1.893748563,5.546558504,-0.582653239,0.631228011,-0.511924214,132.70847,-30.79208588,0.060417329,-0.000514971,0.000435881,140926,4,600,416751
Portrait-of-Giulia-Bellelli_1858-1859_0_ev-25_points.json.gz,3,0.083955139,0.163307822,1.945178573,8.084063442,-0.355514567,0.928980686,-0.102977076,110.9415073,-5.910629744,0.0657792,-0.000358042,0.000319226,93051,4,600,416751
Portrait-of-James-Tissot_1867-1868_0_ev-25_points.json.gz,1,0.599085884,0.543788373,0.907695855,8.978553384,-0.787803457,0.064363253,-0.612554556,175.3293294,-37.7744441,0.054914867,4.46E-05,0.000579259,128707,4,600,416751
Portrait-of-James-Tissot_1867-1868_0_ev-25_points.json.gz,2,0.171018178,0.31128756,1.820200597,9.30121597,-0.503211431,0.519424077,-0.690635131,134.0917209,-43.68040602,0.060107308,-0.001147012,0.001471438,137782,4,600,416751
Portrait-of-James-Tissot_1867-1868_0_ev-25_points.json.gz,3,0.02808521,0.056903223,2.026091141,55.19947712,0.698384925,-0.111966801,-0.70691013,-9.108291371,-44.98406785,0.110561022,-0.000568322,0.000378719,44941,4,600,416751
Portrait-of-James-Tissot_1867-1868_0_ev-00_points.json.gz,1,0.454685941,0.538383203,1.184076082,8.356220323,-0.80512005,0.036253252,-0.592002878,177.4218054,-36.29926769,0.055749288,2.20E-05,0.000671548,168289,4,600,416751
Portrait-of-James-Tissot_1867-1868_0_ev-00_points.json.gz,2,0.142157607,0.332111863,2.336221945,8.523518068,-0.529801088,0.475755121,-0.702116708,138.0765353,-44.59707547,0.061128393,-0.001218238,0.00138325,134377,4,600,416751
Portrait-of-James-Tissot_1867-1868_0_ev-00_points.json.gz,3,0.076511007,0.10240471,1.338430083,10.14574892,-0.234756604,0.052319285,-0.970645161,167.4360426,-76.08299989,0.064820169,2.53E-05,9.83E-05,71729,4,600,416751
Portrait-of-Josephine-Gaujelin_1867_0_ev-25_points.json.gz,1,0.467783308,0.522392435,1.116739221,8.798840972,-0.864168469,-0.09159119,-0.494796838,-173.9499414,-29.65635448,0.054748167,4.72E-05,0.000403205,165881,4,600,416751
Portrait-of-Josephine-Gaujelin_1867_0_ev-25_points.json.gz,2,0.178125426,0.321867492,1.806970069,9.079405185,-0.498335325,-0.252495874,-0.829402036,-153.1296402,-56.03736159,0.060697248,-4.01E-05,0.000399,158339,4,600,416751
Portrait-of-Josephine-Gaujelin_1867_0_ev-25_points.json.gz,3,0.129314287,0.249708375,1.931018233,9.03956957,-0.702493261,0.473511162,-0.531310077,146.0183079,-32.09401428,0.059009715,-0.001984394,0.001892708,109439,4,600,416751
Portrait-of-Josephine-Gaujelin_1867_0_ev-50_points.json.gz,1,0.479463717,0.458584581,0.956452147,8.393381603,-0.859060564,-0.184040522,-0.477644253,-167.9080414,-28.53165719,0.054405641,0.000163081,0.000346849,143839,4,600,416751
Portrait-of-Josephine-Gaujelin_1867_0_ev-50_points.json.gz,2,0.174941047,0.356013539,2.035047634,8.186851558,-0.486218668,-0.305249448,-0.818788239,-147.8792822,-54.96367518,0.060570371,0.000251734,0.000716485,171558,4,600,416751
Portrait-of-Josephine-Gaujelin_1867_0_ev-50_points.json.gz,3,0.124262344,0.253888917,2.043167579,9.275987195,-0.594212635,-0.673648463,-0.439441796,-131.4149099,-26.06827098,0.062164823,0.005265666,0.003417302,67839,4,600,416751
"Portrait-of-Lorenzo-Pagans,-Spanish-tenor,-and-Auguste-Degas,-the-artist's-father_1871-1872_0_ev-00_points.json.gz",1,0.33521889,0.342882012,1.022859054,7.478911566,-0.791732228,-0.003513374,-0.610858196,-179.7457472,-37.65158204,0.055329344,1.43E-05,0.000795619,110743,4,600,416751
"Portrait-of-Lorenzo-Pagans,-Spanish-tenor,-and-Auguste-Degas,-the-artist's-father_1871-1872_0_ev-00_points.json.gz",2,0.210491618,0.423373446,2.01135437,6.524960864,-0.391110806,0.133650376,-0.910587675,161.1336772,-65.58669064,0.061678941,-0.000215709,0.001156292,154993,4,600,416751
"Portrait-of-Lorenzo-Pagans,-Spanish-tenor,-and-Auguste-Degas,-the-artist's-father_1871-1872_0_ev-00_points.json.gz",3,0.054642633,0.109372861,2.001602033,10.26020705,-0.458535452,0.5895393,-0.664972671,127.8752794,-41.6802288,0.065204585,-0.007248588,0.00818286,40189,4,600,416751
Portrait-of-Josephine-Gaujelin_1867_0_ev-00_points.json.gz,1,0.399021374,0.413799502,1.03703493,6.253861455,-0.859824019,-0.047101155,-0.508413353,-176.8644715,-30.55820168,0.054593892,1.10E-05,0.000366523,153201,4,600,416751
Portrait-of-Josephine-Gaujelin_1867_0_ev-00_points.json.gz,2,0.201898715,0.390838355,1.935812981,5.622341001,-0.489139047,-0.205611627,-0.84762424,-157.200348,-57.95420118,0.060909433,7.72E-05,0.000539438,167065,4,600,416751
Portrait-of-Josephine-Gaujelin_1867_0_ev-00_points.json.gz,3,0.108117638,0.247896499,2.292839486,5.788584075,-0.597143567,0.373244499,-0.710005707,147.9925628,-45.2353797,0.060631042,-0.00156938,0.002399306,108814,4,600,416751
"Portrait-of-Lorenzo-Pagans,-Spanish-tenor,-and-Auguste-Degas,-the-artist's-father_1871-1872_0_ev-25_points.json.gz",1,0.483594675,0.412519984,0.853027384,6.151120968,-0.789280683,0.01498173,-0.613849779,178.9125708,-37.86839062,0.054915994,-8.16E-06,0.000746723,112627,4,600,416751
"Portrait-of-Lorenzo-Pagans,-Spanish-tenor,-and-Auguste-Degas,-the-artist's-father_1871-1872_0_ev-25_points.json.gz",2,0.169841828,0.333011391,1.960713831,6.129648156,-0.367115838,0.091252219,-0.925688389,166.0411553,-67.7723882,0.062201215,-0.000159284,0.002027255,152084,4,600,416751
"Portrait-of-Lorenzo-Pagans,-Spanish-tenor,-and-Auguste-Degas,-the-artist's-father_1871-1872_0_ev-25_points.json.gz",3,0.04441681,0.096002547,2.161400202,8.676830584,-0.51033789,0.566868055,-0.6466961,131.9959584,-40.29296268,0.064371839,-0.005700773,0.00636432,54835,4,600,416751
"Portrait-of-Lorenzo-Pagans,-Spanish-tenor,-and-Auguste-Degas,-the-artist's-father_1871-1872_0_ev-50_points.json.gz",1,0.514744526,0.468560063,0.910275923,6.613617844,-0.756276162,0.026755243,-0.653705227,177.9738573,-40.82154616,0.055558497,-4.02E-05,0.001099301,109728,4,600,416751
"Portrait-of-Lorenzo-Pagans,-Spanish-tenor,-and-Auguste-Degas,-the-artist's-father_1871-1872_0_ev-50_points.json.gz",2,0.124836544,0.259377991,2.077739873,6.955151289,-0.316025131,0.034309512,-0.948130251,173.803907,-71.46510878,0.063434741,-0.000118355,0.003303127,138274,4,600,416751
"Portrait-of-Lorenzo-Pagans,-Spanish-tenor,-and-Auguste-Degas,-the-artist's-father_1871-1872_0_ev-50_points.json.gz",3,0.007930253,0.016797162,2.118110787,77.65930704,0.819821731,0.121267278,-0.55963075,8.414125944,-34.03026552,0.143429216,0.001072033,-0.000224769,12546,4,600,416751
"Portrait-of-Madame-Edmondo-Morbilli,-born-Therese-De-Gas_1869_0_ev-00_points.json.gz",1,0.495237228,0.435292763,0.87895708,11.4724198,-0.934286702,-0.034888748,-0.354811405,-177.861417,-20.7818863,0.053713667,-6.34E-05,0.000124178,155042,4,600,416751
"Portrait-of-Madame-Edmondo-Morbilli,-born-Therese-De-Gas_1869_0_ev-00_points.json.gz",2,0.184020391,0.433457771,2.355486714,10.90827461,-0.646021143,0.136369005,-0.751039398,168.0803853,-48.68049412,0.06004267,-0.000728863,0.002238167,184829,4,600,416751
"Portrait-of-Madame-Edmondo-Morbilli,-born-Therese-De-Gas_1869_0_ev-00_points.json.gz",3,0.062634012,0.0410999,0.656190392,12.838884,-0.148731666,0.002886479,-0.988873379,178.8881838,-81.44494539,0.066319955,-2.24E-06,0.001981888,20927,4,600,416751
Portrait-of-Madame-Ernest-May_1881-1882_0_ev-50_points.json.gz,1,0.338295346,0.371136798,1.097078232,9.342239399,-0.828596461,0.275445282,-0.487399016,161.6119591,-29.16976932,0.054895503,-0.000210017,0.000621072,116564,4,600,416751
Portrait-of-Madame-Ernest-May_1881-1882_0_ev-50_points.json.gz,2,0.116405703,0.268774332,2.308943715,7.617963455,-0.436267004,0.48972345,-0.754878827,131.6960425,-49.01478308,0.063117341,-0.001686111,0.0028133,101399,4,600,416751
Portrait-of-Madame-Ernest-May_1881-1882_0_ev-50_points.json.gz,3,0.090653987,0.116931297,1.289862814,10.34125095,0.008868074,0.299188607,-0.954152784,88.30222644,-72.58323435,0.071233706,-0.000356921,0.001231999,67058,4,600,416751
Portrait-of-Madame-Ernest-May_1881-1882_0_ev-25_points.json.gz,1,0.412992742,0.409478095,0.99148881,8.217107948,-0.859493441,0.143229915,-0.490669151,170.5389097,-29.38457242,0.054398114,-7.23E-05,0.000424799,136329,4,600,416751
Portrait-of-Madame-Ernest-May_1881-1882_0_ev-25_points.json.gz,2,0.133080612,0.281337793,2.114039413,7.010281022,-0.498590903,0.46746486,-0.729988847,136.8454154,-46.88545906,0.060755309,-0.001212207,0.001666254,109663,4,600,416751
Portrait-of-Madame-Ernest-May_1881-1882_0_ev-25_points.json.gz,3,0.089597751,0.181035479,2.020534985,9.838010266,0.002746618,0.333478752,-0.942753615,89.52810775,-70.5192544,0.070923349,-0.000924398,0.00266475,93373,4,600,416751
"Portrait-of-Madame-Edmondo-Morbilli,-born-Therese-De-Gas_1869_0_ev-25_points.json.gz",1,0.67301314,0.558153872,0.829334772,9.014142219,-0.936457399,-0.045483277,-0.347820085,-177.2193572,-20.3540396,0.053477758,-6.08E-05,0.000198378,169592,4,600,416751
"Portrait-of-Madame-Edmondo-Morbilli,-born-Therese-De-Gas_1869_0_ev-25_points.json.gz",2,0.161081342,0.373245148,2.317121165,9.485009431,-0.641790205,0.053358798,-0.765021681,175.2473273,-49.90892085,0.061060465,-0.000344396,0.003435114,182555,4,600,416751
"Portrait-of-Madame-Edmondo-Morbilli,-born-Therese-De-Gas_1869_0_ev-25_points.json.gz",3,0.155706806,0.214729056,1.379059181,9.537209748,-0.754556427,-0.57171691,-0.322155823,-142.849297,-18.79335011,0.058300953,0.002741027,0.001442013,73109,4,600,416751
Portrait-of-Mary-Cassatt_1880-1884_0_ev-25_points.json.gz,1,0.318347117,0.356772799,1.120702722,6.727535514,-0.818397576,-0.077182407,-0.569445594,-174.6124169,-34.71157437,0.055116881,7.46E-05,0.000586236,134698,4,600,416751
Portrait-of-Mary-Cassatt_1880-1884_0_ev-25_points.json.gz,2,0.185612995,0.378739468,2.040478265,5.406342088,-0.420643395,-0.163562193,-0.892360097,-158.7520205,-63.17133041,0.061599477,0.000234276,0.00105892,154304,4,600,416751
Portrait-of-Mary-Cassatt_1880-1884_0_ev-25_points.json.gz,3,0.106703484,0.17875423,1.675241672,9.70357819,0.024235015,0.081586234,-0.996371593,73.45606126,-85.11767083,0.071985145,-0.000247874,0.002656357,84518,4,600,416751
"Portrait-of-Mme--Rene-De-Gas,-born-Estelle-Musson_1872-1873_0_ev-00_points.json.gz",1,0.391711479,0.326757807,0.83417881,12.42889821,-0.942375398,0.156933128,-0.295466753,170.545335,-17.18552801,0.053609078,4.68E-05,0.000251392,125267,4,600,416751
"Portrait-of-Mme--Rene-De-Gas,-born-Estelle-Musson_1872-1873_0_ev-00_points.json.gz",2,0.162794625,0.335279293,2.059522112,10.97989153,-0.677345349,0.644819672,-0.354133971,136.40921,-20.74037679,0.05938832,-0.002374186,0.001314802,118851,4,600,416751
"Portrait-of-Mme--Rene-De-Gas,-born-Estelle-Musson_1872-1873_0_ev-00_points.json.gz",3,0.076004814,0.148519045,1.95407317,11.39728858,-0.218178237,0.913102871,-0.344443615,103.438379,-20.14783565,0.066795937,-0.002402393,0.000627158,49119,4,600,416751
"Portrait-of-Madame-Edmondo-Morbilli,-born-Therese-De-Gas_1869_0_ev-50_points.json.gz",1,0.661236041,0.519465077,0.78559604,7.726439112,-0.9297929,-0.027044209,-0.367088237,-178.3339491,-21.53615301,0.053461416,5.74E-06,0.000182236,170676,4,600,416751
"Portrait-of-Madame-Edmondo-Morbilli,-born-Therese-De-Gas_1869_0_ev-50_points.json.gz",2,0.193176339,0.465121069,2.407752821,7.986369351,-0.613203366,-0.029644322,-0.789368638,-177.2322833,-52.12654882,0.061827211,0.000108736,0.003654148,188364,4,600,416751
"Portrait-of-Madame-Edmondo-Morbilli,-born-Therese-De-Gas_1869_0_ev-50_points.json.gz",3,0.08198532,0.158045101,1.927723399,9.090167367,-0.645066337,-0.525453004,-0.554786951,-140.8347026,-33.69604178,0.061304504,0.003628472,0.003576163,69199,4,600,416751
"Portrait-of-Mme--Rene-De-Gas,-born-Estelle-Musson_1872-1873_0_ev-25_points.json.gz",1,0.262762025,0.251546244,0.95731482,11.73010144,-0.85914804,0.426750139,-0.282398591,153.5858044,-16.4034124,0.054204721,0.000151736,0.000302059,121451,4,600,416751
"Portrait-of-Mme--Rene-De-Gas,-born-Estelle-Musson_1872-1873_0_ev-25_points.json.gz",2,0.204074132,0.474875206,2.326973032,9.630192438,-0.459445401,0.843454081,-0.278379482,118.5779662,-16.16351092,0.061990744,-0.003983489,0.001306628,111377,4,600,416751
"Portrait-of-Mme--Rene-De-Gas,-born-Estelle-Musson_1872-1873_0_ev-25_points.json.gz",3,0.033527936,0.064321724,1.918450624,14.80714651,0.09360312,0.910042366,-0.403808554,84.12744884,-23.81648656,0.074079454,-0.001923484,0.000849408,37536,4,600,416751
Portrait-of-Mary-Cassatt_1880-1884_0_ev-00_points.json.gz,1,0.26073804,0.270735631,1.03834243,6.682598248,-0.803483312,-0.044889043,-0.593632497,-176.8023209,-36.41520719,0.054991141,4.86E-05,0.000589233,112686,4,600,416751
Portrait-of-Mary-Cassatt_1880-1884_0_ev-00_points.json.gz,2,0.232934818,0.296149727,1.271383544,6.984494752,-0.019589153,0.006472263,-0.999787165,161.7164264,-88.81786503,0.070139212,-1.97E-05,0.002150884,123689,4,600,416751
Portrait-of-Mary-Cassatt_1880-1884_0_ev-00_points.json.gz,3,0.129881435,0.338114618,2.603254951,4.691326167,-0.42535538,-0.301327419,-0.853390056,-144.6857347,-58.58232762,0.063475145,0.00175419,0.00462673,140777,4,600,416751
Portrait-of-Mme_ev-25_points.json.gz,1,0.209581888,0.359132329,1.713564669,13.19396857,-0.67049906,0.65769388,-0.343321673,135.5523746,-20.07937805,0.057673513,-0.000642492,0.000539268,171862,4,600,416751
